Nome,Categoria,"Secretaria(s) responsável(eis)",Descrição,Anexos
"Extrato do Edital nº 066/2022",Extratos,,"Aquisição De Materiais De Sinalização Vertical E Horizontal INSERT INTO Transparencyportal (id, Category, Title, Subtitle, Type, Situation, Url, Data, File, Usuario, Changed, Registered) VALUES (placas E Tintas Demarcatórias); Através Do Departamento Municipal De Transito INSERT INTO Transparencyportal (id, Category, Title, Subtitle, Type, Situation, Url, Data, File, Usuario, Changed, Registered) VALUES (DMT).","http://minasdoleao.rs.gov.br/uploads/documento/2005/BIQD4lx3VKQK2Q72dQHUA_fWjkUcNRWR.pdf
"
